zone,hour,cluster,count
15676,4,THU,6454
15676,5,THU,7258
15676,6,THU,7452
15676,7,THU,6781
15676,8,THU,6102
15676,9,THU,5688
15676,10,THU,5680
15676,11,THU,5617
15676,12,THU,5559
15676,13,THU,5642
15676,14,THU,5749
15676,15,THU,6175
15676,16,THU,6760
15676,17,THU,7321
15676,18,THU,7608
15676,19,THU,7692
15676,20,THU,7803
15676,21,THU,7717
15676,22,THU,7504
15676,23,THU,7163
15676,0,THU,6924
15677,1,THU,3283
15677,2,THU,2869
15677,3,THU,3032
15677,4,THU,3508
15677,5,THU,4110
15677,6,THU,4561
15677,7,THU,4480
15677,8,THU,4196
15677,9,THU,4016
15677,10,THU,3997
15677,11,THU,4048
15677,12,THU,3983
15677,13,THU,3997
15677,14,THU,4076
15677,15,THU,4265
15677,16,THU,4419
15677,17,THU,4610
15677,18,THU,4549
15677,19,THU,4452
15677,20,THU,4444
15677,21,THU,4331
15677,22,THU,4017
15677,23,THU,3780
15677,0,THU,3674
15678,1,THU,2722
15678,2,THU,2426
15678,3,THU,2573
15678,4,THU,2883
15678,5,THU,3446
15678,6,THU,4177
15678,7,THU,4346
15678,8,THU,4261
15678,9,THU,4249
15678,10,THU,4238
15678,11,THU,4271
15678,12,THU,4184
15678,13,THU,4144
15678,14,THU,4065
15678,15,THU,4152
15678,16,THU,3993
15678,17,THU,4216
15678,18,THU,4077
15678,19,THU,3940
15678,20,THU,3826
15678,21,THU,3701
15678,22,THU,3417
15678,23,THU,3113
15678,0,THU,3007
15679,1,THU,5066
15679,2,THU,4490
15679,3,THU,4812
15679,4,THU,5256
15679,5,THU,5985
15679,6,THU,6847
15679,7,THU,6997
15679,8,THU,6938
15679,9,THU,6982
15679,10,THU,7059
15679,11,THU,7092
15679,12,THU,7025
15679,13,THU,7054
15679,14,THU,7064
15679,15,THU,7085
15679,16,THU,7141
15679,17,THU,7329
15679,18,THU,7214
15679,19,THU,7080
15679,20,THU,6894
15679,21,THU,6668
15679,22,THU,6241
15679,23,THU,5821
15679,0,THU,5570
15680,1,THU,5774
15680,2,THU,5111
15680,3,THU,5427
15680,4,THU,6106
15680,5,THU,7678
15680,6,THU,9671
15680,7,THU,10559
15680,8,THU,10233
15680,9,THU,9644
15680,10,THU,9447
15680,11,THU,9466
15680,12,THU,9152
15680,13,THU,8875
15680,14,THU,8819
15680,15,THU,8804
15680,16,THU,8989
15680,17,THU,8798
15680,18,THU,8325
15680,19,THU,8179
15680,20,THU,7930
15680,21,THU,7586
15680,22,THU,7010
15680,23,THU,6567
15680,0,THU,6325
15681,1,THU,8441
15681,2,THU,7369
15681,3,THU,7751
15681,4,THU,8684
15681,5,THU,9663
15681,6,THU,9922
15681,7,THU,9263
15681,8,THU,8152
15681,9,THU,7568
15681,10,THU,7350
15681,11,THU,7466
15681,12,THU,7339
15681,13,THU,7201
15681,14,THU,7234
15681,15,THU,7642
15681,16,THU,8109
15681,17,THU,8707
15681,18,THU,9151
15681,19,THU,9406
15681,20,THU,9759
15681,21,THU,9917
15681,22,THU,9755
15681,23,THU,9509
15681,0,THU,9365
15682,1,THU,4671
15682,2,THU,4117
15682,3,THU,4185
15682,4,THU,4656
15682,5,THU,5478
15682,6,THU,5904
15682,7,THU,5651
15682,8,THU,5137
15682,9,THU,4791
15682,10,THU,4488
15682,11,THU,4463
15682,12,THU,4511
15682,13,THU,4500
15682,14,THU,4583
15682,15,THU,4848
15682,16,THU,5215
15682,17,THU,5530
15682,18,THU,5504
15682,19,THU,5627
15682,20,THU,5541
15682,21,THU,5577
15682,22,THU,5366
15682,23,THU,5175
15682,0,THU,5150
15701,1,THU,2297
15701,2,THU,1963
15701,3,THU,2082
15701,4,THU,2388
15701,5,THU,2827
15701,6,THU,2974
15701,7,THU,2960
15701,8,THU,2831
15701,9,THU,2788
15701,10,THU,2803
15701,11,THU,2776
15701,12,THU,2725
15701,13,THU,2721
15701,14,THU,2810
15701,15,THU,2823
15701,16,THU,2945
15701,17,THU,3013
15701,18,THU,2948
15701,19,THU,2861
15701,20,THU,2836
15701,21,THU,2771
15701,22,THU,2723
15701,23,THU,2612
15701,0,THU,2561
15702,1,THU,6063
15702,2,THU,5262
15702,3,THU,5624
15702,4,THU,6386
15702,5,THU,7323
15702,6,THU,8309
15702,7,THU,9138
15702,8,THU,9757
15702,9,THU,9927
15702,10,THU,10055
15702,11,THU,10189
15702,12,THU,9983
15702,13,THU,9885
15702,14,THU,9671
15702,15,THU,9647
15702,16,THU,9302
15702,17,THU,8979
15702,18,THU,8478
15702,19,THU,7758
15702,20,THU,7562
15702,21,THU,7388
15702,22,THU,7131
15702,23,THU,6797
15702,0,THU,6694
15703,1,THU,2896
15703,2,THU,2531
15703,3,THU,2649
15703,4,THU,3170
15703,5,THU,4201
15703,6,THU,5926
15703,7,THU,6952
15703,8,THU,6833
15703,9,THU,6837
15703,10,THU,6813
15703,11,THU,6876
15703,12,THU,6912
15703,13,THU,6834
15703,14,THU,6757
15703,15,THU,6683
15703,16,THU,6520
15703,17,THU,6311
15703,18,THU,5324
15703,19,THU,4849
15703,20,THU,4538
15703,21,THU,4176
15703,22,THU,3811
15703,23,THU,3341
15703,0,THU,3179
15704,1,THU,3977
15704,2,THU,3594
15704,3,THU,3748
15704,4,THU,4066
15704,5,THU,4856
15704,6,THU,5906
15704,7,THU,6098
15704,8,THU,5706
15704,9,THU,5574
15704,10,THU,5610
15704,11,THU,5637
15704,12,THU,5500
15704,13,THU,5607
15704,14,THU,5533
15704,15,THU,5635
15704,16,THU,5611
15704,17,THU,5662
15704,18,THU,5573
15704,19,THU,5495
15704,20,THU,5519
15704,21,THU,5328
15704,22,THU,4952
15704,23,THU,4580
15704,0,THU,4370
15705,1,THU,5439
15705,2,THU,4834
15705,3,THU,5029
15705,4,THU,5538
15705,5,THU,6429
15705,6,THU,7374
15705,7,THU,7757
15705,8,THU,7602
15705,9,THU,7612
15705,10,THU,7713
15705,11,THU,7742
15705,12,THU,7590
15705,13,THU,7468
15705,14,THU,7460
15705,15,THU,7420
15705,16,THU,7366
15705,17,THU,7475
15705,18,THU,7183
15705,19,THU,7088
15705,20,THU,7018
15705,21,THU,6968
15705,22,THU,6582
15705,23,THU,6227
15705,0,THU,5976
15706,1,THU,6304
15706,2,THU,5703
15706,3,THU,5903
15706,4,THU,6550
15706,5,THU,7613
15706,6,THU,9017
15706,7,THU,10216
15706,8,THU,10712
15706,9,THU,10698
15706,10,THU,10701
15706,11,THU,11091
15706,12,THU,10791
15706,13,THU,10530
15706,14,THU,10424
15706,15,THU,10114
15706,16,THU,9909
15706,17,THU,9488
15706,18,THU,8855
15706,19,THU,8448
15706,20,THU,8351
15706,21,THU,7999
15706,22,THU,7553
15706,23,THU,7181
15706,0,THU,6855
15707,1,THU,5877
15707,2,THU,5186
15707,3,THU,5522
15707,4,THU,6324
15707,5,THU,7895
15707,6,THU,10587
15707,7,THU,14222
15707,8,THU,16567
15707,9,THU,17630
15707,10,THU,17965
15707,11,THU,18229
15707,12,THU,17916
15707,13,THU,17398
15707,14,THU,16834
15707,15,THU,15543
15707,16,THU,13537
15707,17,THU,10930
15707,18,THU,9176
15707,19,THU,8222
15707,20,THU,7802
15707,21,THU,7438
15707,22,THU,7062
15707,23,THU,6675
15707,0,THU,6432
15708,1,THU,2242
15708,2,THU,1917
15708,3,THU,2051
15708,4,THU,2345
15708,5,THU,3096
15708,6,THU,4379
15708,7,THU,6091
15708,8,THU,7148
15708,9,THU,7485
15708,10,THU,7703
15708,11,THU,7875
15708,12,THU,7788
15708,13,THU,7654
15708,14,THU,7564
15708,15,THU,7048
15708,16,THU,6209
15708,17,THU,5116
15708,18,THU,4214
15708,19,THU,3684
15708,20,THU,3313
15708,21,THU,3079
15708,22,THU,2826
15708,23,THU,2606
15708,0,THU,2503
15719,1,THU,1965
15719,2,THU,1738
15719,3,THU,1886
15719,4,THU,2140
15719,5,THU,2537
15719,6,THU,2749
15719,7,THU,2826
15719,8,THU,2755
15719,9,THU,2696
15719,10,THU,2703
15719,11,THU,2724
15719,12,THU,2554
15719,13,THU,2597
15719,14,THU,2585
15719,15,THU,2622
15719,16,THU,2661
15719,17,THU,2602
15719,18,THU,2414
15719,19,THU,2327
15719,20,THU,2318
15719,21,THU,2326
15719,22,THU,2317
15719,23,THU,2200
15719,0,THU,2120
15720,1,THU,2794
15720,2,THU,2461
15720,3,THU,2512
15720,4,THU,2879
15720,5,THU,3639
15720,6,THU,4874
15720,7,THU,6476
15720,8,THU,7732
15720,9,THU,8576
15720,10,THU,9027
15720,11,THU,9549
15720,12,THU,9433
15720,13,THU,9137
15720,14,THU,8572
15720,15,THU,8003
15720,16,THU,7364
15720,17,THU,6552
15720,18,THU,5597
15720,19,THU,4443
15720,20,THU,3733
15720,21,THU,3435
15720,22,THU,3361
15720,23,THU,3141
15720,0,THU,3082
15721,1,THU,1990
15721,2,THU,1741
15721,3,THU,1888
15721,4,THU,2243
15721,5,THU,3241
15721,6,THU,4545
15721,7,THU,5819
15721,8,THU,6499
15721,9,THU,6877
15721,10,THU,7117
15721,11,THU,7239
15721,12,THU,7031
15721,13,THU,7013
15721,14,THU,6588
15721,15,THU,6163
15721,16,THU,5553
15721,17,THU,4901
15721,18,THU,4172
15721,19,THU,3600
15721,20,THU,3272
15721,21,THU,3014
15721,22,THU,2939
15721,23,THU,2396
15721,0,THU,2231
15722,1,THU,8028
15722,2,THU,7252
15722,3,THU,7633
15722,4,THU,8362
15722,5,THU,9599
15722,6,THU,10480
15722,7,THU,9732
15722,8,THU,8632
15722,9,THU,8082
15722,10,THU,7988
15722,11,THU,7898
15722,12,THU,7694
15722,13,THU,7693
15722,14,THU,7788
15722,15,THU,8085
15722,16,THU,8469
15722,17,THU,9305
15722,18,THU,9601
15722,19,THU,9705
15722,20,THU,9850
15722,21,THU,9894
15722,22,THU,9650
15722,23,THU,8916
15722,0,THU,8645
15723,1,THU,11583
15723,2,THU,10265
15723,3,THU,10740
15723,4,THU,11798
15723,5,THU,13289
15723,6,THU,14427
15723,7,THU,14791
15723,8,THU,13772
15723,9,THU,13268
15723,10,THU,13375
15723,11,THU,13694
15723,12,THU,13554
15723,13,THU,13267
15723,14,THU,13196
15723,15,THU,13348
15723,16,THU,13834
15723,17,THU,14320
15723,18,THU,14495
15723,19,THU,14512
15723,20,THU,14570
15723,21,THU,14275
15723,22,THU,13739
15723,23,THU,12994
15723,0,THU,12548
15724,1,THU,3784
15724,2,THU,3213
15724,3,THU,3366
15724,4,THU,3855
15724,5,THU,4541
15724,6,THU,5282
15724,7,THU,6031
15724,8,THU,6481
15724,9,THU,6697
15724,10,THU,6770
15724,11,THU,6743
15724,12,THU,6757
15724,13,THU,6698
15724,14,THU,6656
15724,15,THU,6550
15724,16,THU,6343
15724,17,THU,5994
15724,18,THU,5407
15724,19,THU,5232
15724,20,THU,5074
15724,21,THU,4942
15724,22,THU,4693
15724,23,THU,4405
15724,0,THU,4285
15733,1,THU,3410
15733,2,THU,3036
15733,3,THU,3280
15733,4,THU,3819
15733,5,THU,4980
15733,6,THU,6461
15733,7,THU,8158
15733,8,THU,9332
15733,9,THU,9931
15733,10,THU,10109
15733,11,THU,10175
15733,12,THU,9950
15733,13,THU,9977
15733,14,THU,9549
15733,15,THU,8628
15733,16,THU,7603
15733,17,THU,6360
15733,18,THU,5185
15733,19,THU,4568
15733,20,THU,4316
15733,21,THU,4194
15733,22,THU,4038
15733,23,THU,3834
15733,0,THU,3701
15734,1,THU,5809
15734,2,THU,4701
15734,3,THU,5042
15734,4,THU,7514
15734,5,THU,10181
15734,6,THU,12342
15734,7,THU,13974
15734,8,THU,14750
15734,9,THU,15008
15734,10,THU,15348
15734,11,THU,15418
15734,12,THU,15156
15734,13,THU,15713
15734,14,THU,14252
15734,15,THU,12679
15734,16,THU,11798
15734,17,THU,10909
15734,18,THU,10212
15734,19,THU,9831
15734,20,THU,9574
15734,21,THU,9291
15734,22,THU,9039
15734,23,THU,7499
15734,0,THU,6655
15735,1,THU,2690
15735,2,THU,2357
15735,3,THU,2455
15735,4,THU,2900
15735,5,THU,3615
15735,6,THU,4436
15735,7,THU,4851
15735,8,THU,5056
15735,9,THU,5221
15735,10,THU,5433
15735,11,THU,5714
15735,12,THU,5372
15735,13,THU,5414
15735,14,THU,5294
15735,15,THU,5040
15735,16,THU,5023
15735,17,THU,5079
15735,18,THU,5090
15735,19,THU,4897
15735,20,THU,4680
15735,21,THU,4539
15735,22,THU,4050
15735,23,THU,3276
15735,0,THU,2968
15736,1,THU,4520
15736,2,THU,4064
15736,3,THU,4138
15736,4,THU,4520
15736,5,THU,5185
15736,6,THU,5692
15736,7,THU,5618
15736,8,THU,5056
15736,9,THU,4804
15736,10,THU,4768
15736,11,THU,4744
15736,12,THU,4765
15736,13,THU,4742
15736,14,THU,4766
15736,15,THU,4762
15736,16,THU,4882
15736,17,THU,5212
15736,18,THU,5258
15736,19,THU,5270
15736,20,THU,5321
15736,21,THU,5454
15736,22,THU,5275
15736,23,THU,5009
15736,0,THU,4868
15741,1,THU,2575
15741,2,THU,2220
15741,3,THU,2331
15741,4,THU,2691
15741,5,THU,3178
15741,6,THU,3641
15741,7,THU,4220
15741,8,THU,4534
15741,9,THU,4683
15741,10,THU,4819
15741,11,THU,4832
15741,12,THU,4865
15741,13,THU,4781
15741,14,THU,4593
15741,15,THU,4617
15741,16,THU,4336
15741,17,THU,3847
15741,18,THU,3591
15741,19,THU,3387
15741,20,THU,3305
15741,21,THU,3205
15741,22,THU,3050
15741,23,THU,2926
15741,0,THU,2845
15742,1,THU,1693
15742,2,THU,1408
15742,3,THU,1432
15742,4,THU,1712
15742,5,THU,1960
15742,6,THU,2173
15742,7,THU,2152
15742,8,THU,2067
15742,9,THU,2039
15742,10,THU,2070
15742,11,THU,2015
15742,12,THU,2016
15742,13,THU,2003
15742,14,THU,2043
15742,15,THU,2202
15742,16,THU,2258
15742,17,THU,2250
15742,18,THU,2203
15742,19,THU,2238
15742,20,THU,2206
15742,21,THU,2190
15742,22,THU,2041
15742,23,THU,1965
15742,0,THU,1910
15743,1,THU,3752
15743,2,THU,3221
15743,3,THU,3381
15743,4,THU,3764
15743,5,THU,4123
15743,6,THU,4180
15743,7,THU,3903
15743,8,THU,3572
15743,9,THU,3417
15743,10,THU,3362
15743,11,THU,3391
15743,12,THU,3310
15743,13,THU,3275
15743,14,THU,3542
15743,15,THU,3760
15743,16,THU,4101
15743,17,THU,4382
15743,18,THU,4488
15743,19,THU,4476
15743,20,THU,4425
15743,21,THU,4343
15743,22,THU,4277
15743,23,THU,4246
15743,0,THU,4204
15744,1,THU,4767
15744,2,THU,3975
15744,3,THU,4298
15744,4,THU,5468
15744,5,THU,9124
15744,6,THU,15965
15744,7,THU,22804
15744,8,THU,26095
15744,9,THU,27609
15744,10,THU,27379
15744,11,THU,26893
15744,12,THU,27009
15744,13,THU,26858
15744,14,THU,25192
15744,15,THU,21725
15744,16,THU,17464
15744,17,THU,12368
15744,18,THU,8639
15744,19,THU,7031
15744,20,THU,6427
15744,21,THU,6025
15744,22,THU,5760
15744,23,THU,5582
15744,0,THU,5432
15745,1,THU,7311
15745,2,THU,6208
15745,3,THU,6820
15745,4,THU,8165
15745,5,THU,12229
15745,6,THU,21972
15745,7,THU,34717
15745,8,THU,42351
15745,9,THU,45986
15745,10,THU,48032
15745,11,THU,48456
15745,12,THU,47504
15745,13,THU,46714
15745,14,THU,44431
15745,15,THU,39214
15745,16,THU,31013
15745,17,THU,21005
15745,18,THU,13673
15745,19,THU,10409
15745,20,THU,9246
15745,21,THU,8786
15745,22,THU,8457
15745,23,THU,8307
15745,0,THU,8208
15746,1,THU,6371
15746,2,THU,5651
15746,3,THU,5946
15746,4,THU,6662
15746,5,THU,7703
15746,6,THU,8581
15746,7,THU,8730
15746,8,THU,7668
15746,9,THU,7080
15746,10,THU,7002
15746,11,THU,7013
15746,12,THU,6956
15746,13,THU,7060
15746,14,THU,7261
15746,15,THU,7466
15746,16,THU,7828
15746,17,THU,8215
15746,18,THU,8256
15746,19,THU,8103
15746,20,THU,8079
15746,21,THU,8029
15746,22,THU,7941
15746,23,THU,7400
15746,0,THU,7072
15747,1,THU,13772
15747,2,THU,12408
15747,3,THU,12647
15747,4,THU,13813
15747,5,THU,15509
15747,6,THU,16553
15747,7,THU,15640
15747,8,THU,13317
15747,9,THU,12019
15747,10,THU,11658
15747,11,THU,11580
15747,12,THU,11440
15747,13,THU,11374
15747,14,THU,11517
15747,15,THU,11999
15747,16,THU,13328
15747,17,THU,15028
15747,18,THU,15971
15747,19,THU,16511
15747,20,THU,16817
15747,21,THU,16931
15747,22,THU,16397
15747,23,THU,15475
15747,0,THU,14882
15752,1,THU,2741
15752,2,THU,2389
15752,3,THU,2604
15752,4,THU,2939
15752,5,THU,3243
15752,6,THU,3387
15752,7,THU,3302
15752,8,THU,3081
15752,9,THU,3029
15752,10,THU,3066
15752,11,THU,3023
15752,12,THU,3024
15752,13,THU,3012
15752,14,THU,2995
15752,15,THU,3105
15752,16,THU,3267
15752,17,THU,3274
15752,18,THU,3328
15752,19,THU,3360
15752,20,THU,3368
15752,21,THU,3315
15752,22,THU,3177
15752,23,THU,3082
15752,0,THU,3019
15753,1,THU,1682
15753,2,THU,1491
15753,3,THU,1524
15753,4,THU,1704
15753,5,THU,1843
15753,6,THU,2058
15753,7,THU,1999
15753,8,THU,1890
15753,9,THU,1757
15753,10,THU,1777
15753,11,THU,1798
15753,12,THU,1783
15753,13,THU,1694
15753,14,THU,1699
15753,15,THU,1762
15753,16,THU,1817
15753,17,THU,1917
15753,18,THU,2053
15753,19,THU,2011
15753,20,THU,2011
15753,21,THU,1973
15753,22,THU,1900
15753,23,THU,1841
15753,0,THU,1807
15754,1,THU,2016
15754,2,THU,1773
15754,3,THU,1944
15754,4,THU,2128
15754,5,THU,2449
15754,6,THU,2637
15754,7,THU,2490
15754,8,THU,2300
15754,9,THU,2231
15754,10,THU,2220
15754,11,THU,2284
15754,12,THU,2187
15754,13,THU,2143
15754,14,THU,2291
15754,15,THU,2343
15754,16,THU,2407
15754,17,THU,2442
15754,18,THU,2481
15754,19,THU,2431
15754,20,THU,2430
15754,21,THU,2359
15754,22,THU,2307
15754,23,THU,2251
15754,0,THU,2234
15755,1,THU,3159
15755,2,THU,2739
15755,3,THU,2780
15755,4,THU,3249
15755,5,THU,3938
15755,6,THU,4616
15755,7,THU,5176
15755,8,THU,5376
15755,9,THU,5485
15755,10,THU,5523
15755,11,THU,5481
15755,12,THU,5425
15755,13,THU,5336
15755,14,THU,5222
15755,15,THU,4921
15755,16,THU,4683
15755,17,THU,4405
15755,18,THU,4086
15755,19,THU,3988
15755,20,THU,3908
15755,21,THU,3783
15755,22,THU,3708
15755,23,THU,3621
15755,0,THU,3594
15756,1,THU,6069
15756,2,THU,5030
15756,3,THU,5332
15756,4,THU,6217
15756,5,THU,8432
15756,6,THU,12576
15756,7,THU,18066
15756,8,THU,21914
15756,9,THU,24071
15756,10,THU,25262
15756,11,THU,25480
15756,12,THU,25553
15756,13,THU,25163
15756,14,THU,24005
15756,15,THU,21547
15756,16,THU,17581
15756,17,THU,12961
15756,18,THU,9691
15756,19,THU,8195
15756,20,THU,7529
15756,21,THU,7298
15756,22,THU,7026
15756,23,THU,6885
15756,0,THU,6831
15757,1,THU,6710
15757,2,THU,5845
15757,3,THU,6352
15757,4,THU,7090
15757,5,THU,8269
15757,6,THU,9684
15757,7,THU,10958
15757,8,THU,11201
15757,9,THU,11213
15757,10,THU,11321
15757,11,THU,11605
15757,12,THU,11359
15757,13,THU,10991
15757,14,THU,11005
15757,15,THU,10939
15757,16,THU,10783
15757,17,THU,10165
15757,18,THU,9283
15757,19,THU,8835
15757,20,THU,8602
15757,21,THU,8410
15757,22,THU,7975
15757,23,THU,7603
15757,0,THU,7437
15758,1,THU,8092
15758,2,THU,7193
15758,3,THU,7408
15758,4,THU,8277
15758,5,THU,9667
15758,6,THU,11102
15758,7,THU,11295
15758,8,THU,10518
15758,9,THU,10055
15758,10,THU,9908
15758,11,THU,9686
15758,12,THU,9662
15758,13,THU,9550
15758,14,THU,9322
15758,15,THU,9218
15758,16,THU,9403
15758,17,THU,9923
15758,18,THU,10004
15758,19,THU,10083
15758,20,THU,10139
15758,21,THU,10089
15758,22,THU,9792
15758,23,THU,9249
15758,0,THU,8891
16464,1,THU,1539
16464,2,THU,1401
16464,3,THU,1529
16464,4,THU,1706
16464,5,THU,2053
16464,6,THU,2443
16464,7,THU,3006
16464,8,THU,3482
16464,9,THU,3738
16464,10,THU,3992
16464,11,THU,4160
16464,12,THU,4048
16464,13,THU,3921
16464,14,THU,3860
16464,15,THU,3757
16464,16,THU,3462
16464,17,THU,2950
16464,18,THU,2450
16464,19,THU,2140
16464,20,THU,2017
16464,21,THU,1954
16464,22,THU,1857
16464,23,THU,1739
16464,0,THU,1702
16465,1,THU,191
16465,2,THU,164
16465,3,THU,162
16465,4,THU,225
16465,5,THU,314
16465,6,THU,390
16465,7,THU,469
16465,8,THU,404
16465,9,THU,378
16465,10,THU,375
16465,11,THU,403
16465,12,THU,396
16465,13,THU,450
16465,14,THU,423
16465,15,THU,449
16465,16,THU,433
16465,17,THU,409
16465,18,THU,388
16465,19,THU,332
16465,20,THU,291
16465,21,THU,265
16465,22,THU,240
16465,23,THU,216
16465,0,THU,202
16466,1,THU,3130
16466,2,THU,2749
16466,3,THU,2831
16466,4,THU,3403
16466,5,THU,4236
16466,6,THU,5400
16466,7,THU,7060
16466,8,THU,8095
16466,9,THU,8826
16466,10,THU,8999
16466,11,THU,9125
16466,12,THU,9057
16466,13,THU,8927
16466,14,THU,8558
16466,15,THU,8220
16466,16,THU,7494
16466,17,THU,6041
16466,18,THU,5029
16466,19,THU,4498
16466,20,THU,4188
16466,21,THU,3953
16466,22,THU,3688
16466,23,THU,3552
16466,0,THU,3468
173,1,THU,1401
173,2,THU,1285
173,3,THU,1351
173,4,THU,1531
173,5,THU,2051
173,6,THU,3011
173,7,THU,4292
173,8,THU,4837
173,9,THU,4985
173,10,THU,5192
173,11,THU,5652
173,12,THU,5444
173,13,THU,5329
173,14,THU,5161
173,15,THU,4862
173,16,THU,4689
173,17,THU,4166
173,18,THU,3293
173,19,THU,2672
173,20,THU,2329
173,21,THU,2138
173,22,THU,1877
173,23,THU,1695
173,0,THU,1572
176,1,THU,2031
176,2,THU,1799
176,3,THU,1963
176,4,THU,2194
176,5,THU,2738
176,6,THU,3750
176,7,THU,4906
176,8,THU,5909
176,9,THU,6291
176,10,THU,6500
176,11,THU,6759
176,12,THU,6754
176,13,THU,6449
176,14,THU,6339
176,15,THU,5806
176,16,THU,5484
176,17,THU,4572
176,18,THU,3661
176,19,THU,3170
176,20,THU,2946
176,21,THU,2808
176,22,THU,2601
176,23,THU,2387
176,0,THU,2263
179,1,THU,1261
179,2,THU,1161
179,3,THU,1160
179,4,THU,1313
179,5,THU,2022
179,6,THU,3523
179,7,THU,5948
179,8,THU,7627
179,9,THU,8095
179,10,THU,8481
179,11,THU,8765
179,12,THU,8555
179,13,THU,8206
179,14,THU,8350
179,15,THU,8375
179,16,THU,7586
179,17,THU,6534
179,18,THU,5404
179,19,THU,4400
179,20,THU,3719
179,21,THU,3105
179,22,THU,2198
179,23,THU,1676
179,0,THU,1402
180,1,THU,1832
180,2,THU,1664
180,3,THU,1795
180,4,THU,2032
180,5,THU,2773
180,6,THU,4177
180,7,THU,6460
180,8,THU,8285
180,9,THU,8826
180,10,THU,9277
180,11,THU,9556
180,12,THU,9487
180,13,THU,9275
180,14,THU,9049
180,15,THU,8597
180,16,THU,7614
180,17,THU,6402
180,18,THU,5267
180,19,THU,4411
180,20,THU,3746
180,21,THU,3090
180,22,THU,2584
180,23,THU,2199
180,0,THU,1976
181,1,THU,3008
181,2,THU,2638
181,3,THU,2657
181,4,THU,3227
181,5,THU,4508
181,6,THU,7206
181,7,THU,10108
181,8,THU,11146
181,9,THU,11685
181,10,THU,12651
181,11,THU,13575
181,12,THU,13665
181,13,THU,13158
181,14,THU,13147
181,15,THU,13116
181,16,THU,12859
181,17,THU,11769
181,18,THU,9512
181,19,THU,7821
181,20,THU,6573
181,21,THU,5637
181,22,THU,4732
181,23,THU,3912
181,0,THU,3408
182,1,THU,1859
182,2,THU,1595
182,3,THU,1099
182,4,THU,1136
182,5,THU,1732
182,6,THU,3317
182,7,THU,6469
182,8,THU,9345
182,9,THU,10919
182,10,THU,11837
182,11,THU,12057
182,12,THU,11694
182,13,THU,11525
182,14,THU,11073
182,15,THU,10231
182,16,THU,8804
182,17,THU,6777
182,18,THU,5236
182,19,THU,4062
182,20,THU,3461
182,21,THU,2895
182,22,THU,2445
182,23,THU,2167
182,0,THU,2074
183,1,THU,1674
183,2,THU,1380
183,3,THU,1240
183,4,THU,1362
183,5,THU,1917
183,6,THU,3425
183,7,THU,6459
183,8,THU,9226
183,9,THU,11204
183,10,THU,12323
183,11,THU,13440
183,12,THU,13445
183,13,THU,13266
183,14,THU,12832
183,15,THU,12318
183,16,THU,11144
183,17,THU,9711
183,18,THU,8289
183,19,THU,6809
183,20,THU,5858
183,21,THU,4780
183,22,THU,3646
183,23,THU,2737
183,0,THU,2084
184,1,THU,766
184,2,THU,654
184,3,THU,659
184,4,THU,712
184,5,THU,976
184,6,THU,1549
184,7,THU,2383
184,8,THU,3237
184,9,THU,3852
184,10,THU,4196
184,11,THU,4609
184,12,THU,4692
184,13,THU,4510
184,14,THU,4296
184,15,THU,4031
184,16,THU,3635
184,17,THU,3210
184,18,THU,2889
184,19,THU,2536
184,20,THU,2297
184,21,THU,1975
184,22,THU,1406
184,23,THU,1063
184,0,THU,889
19259,1,THU,9637
19259,2,THU,8850
19259,3,THU,9408
19259,4,THU,10359
19259,5,THU,11944
19259,6,THU,12571
19259,7,THU,12231
19259,8,THU,11753
19259,9,THU,10981
19259,10,THU,10630
19259,11,THU,10836
19259,12,THU,11115
19259,13,THU,11409
19259,14,THU,11764
19259,15,THU,12219
19259,16,THU,12743
19259,17,THU,12976
19259,18,THU,12758
19259,19,THU,12615
19259,20,THU,12440
19259,21,THU,11914
19259,22,THU,11131
19259,23,THU,10495
19259,0,THU,10242
202,1,THU,2307
202,2,THU,2036
202,3,THU,2125
202,4,THU,2374
202,5,THU,2731
202,6,THU,3193
202,7,THU,3768
202,8,THU,4134
202,9,THU,4290
202,10,THU,4411
202,11,THU,4543
202,12,THU,4492
202,13,THU,4127
202,14,THU,3985
202,15,THU,3809
202,16,THU,3565
202,17,THU,3357
202,18,THU,3156
202,19,THU,3080
202,20,THU,3010
202,21,THU,2923
202,22,THU,2784
202,23,THU,2612
202,0,THU,2504
204,1,THU,2770
204,2,THU,2525
204,3,THU,2586
204,4,THU,2851
204,5,THU,3274
204,6,THU,3860
204,7,THU,4431
204,8,THU,4545
204,9,THU,4568
204,10,THU,4810
204,11,THU,4819
204,12,THU,4821
204,13,THU,4554
204,14,THU,4370
204,15,THU,4266
204,16,THU,4257
204,17,THU,4353
204,18,THU,4235
204,19,THU,4038
204,20,THU,3876
204,21,THU,3775
204,22,THU,3498
204,23,THU,3194
204,0,THU,3030
205,1,THU,4969
205,2,THU,4488
205,3,THU,4629
205,4,THU,5034
205,5,THU,5627
205,6,THU,6203
205,7,THU,6177
205,8,THU,5360
205,9,THU,4968
205,10,THU,5057
205,11,THU,5190
205,12,THU,5159
205,13,THU,4892
205,14,THU,4995
205,15,THU,5131
205,16,THU,5594
205,17,THU,6369
205,18,THU,6633
205,19,THU,6706
205,20,THU,6701
205,21,THU,6615
205,22,THU,6244
205,23,THU,5727
205,0,THU,5379
206,1,THU,3458
206,2,THU,3098
206,3,THU,3094
206,4,THU,3368
206,5,THU,3827
