zone,hour,cluster,count
15706,2,TUE,5755
15706,3,TUE,5823
15706,4,TUE,6309
15706,5,TUE,7018
15706,6,TUE,7670
15706,7,TUE,8374
15706,8,TUE,8870
15706,9,TUE,9007
15706,10,TUE,9152
15706,11,TUE,9304
15706,12,TUE,9177
15706,13,TUE,8976
15706,14,TUE,8785
15706,15,TUE,8515
15706,16,TUE,8076
15706,17,TUE,7787
15706,18,TUE,7488
15706,19,TUE,7448
15706,20,TUE,7578
15706,21,TUE,7572
15706,22,TUE,7370
15706,23,TUE,7165
15706,0,TUE,6973
15707,1,TUE,5891
15707,2,TUE,5246
15707,3,TUE,5389
15707,4,TUE,5917
15707,5,TUE,6995
15707,6,TUE,8607
15707,7,TUE,11360
15707,8,TUE,14229
15707,9,TUE,15855
15707,10,TUE,16415
15707,11,TUE,16711
15707,12,TUE,16623
15707,13,TUE,16376
15707,14,TUE,15859
15707,15,TUE,14699
15707,16,TUE,12719
15707,17,TUE,10469
15707,18,TUE,8689
15707,19,TUE,7737
15707,20,TUE,7422
15707,21,TUE,7286
15707,22,TUE,6978
15707,23,TUE,6689
15707,0,TUE,6479
15708,1,TUE,2172
15708,2,TUE,1879
15708,3,TUE,1926
15708,4,TUE,2150
15708,5,TUE,2514
15708,6,TUE,3189
15708,7,TUE,4304
15708,8,TUE,5387
15708,9,TUE,6051
15708,10,TUE,6356
15708,11,TUE,6465
15708,12,TUE,6456
15708,13,TUE,6403
15708,14,TUE,6253
15708,15,TUE,5876
15708,16,TUE,5248
15708,17,TUE,4276
15708,18,TUE,3495
15708,19,TUE,3106
15708,20,TUE,2872
15708,21,TUE,2742
15708,22,TUE,2641
15708,23,TUE,2511
15708,0,TUE,2479
15719,1,TUE,1989
15719,2,TUE,1792
15719,3,TUE,1814
15719,4,TUE,1941
15719,5,TUE,2197
15719,6,TUE,2203
15719,7,TUE,2183
15719,8,TUE,2115
15719,9,TUE,2083
15719,10,TUE,2078
15719,11,TUE,2145
15719,12,TUE,2185
15719,13,TUE,2073
15719,14,TUE,2090
15719,15,TUE,2095
15719,16,TUE,2071
15719,17,TUE,2015
15719,18,TUE,1984
15719,19,TUE,2022
15719,20,TUE,2089
15719,21,TUE,2151
15719,22,TUE,2171
15719,23,TUE,2157
15719,0,TUE,2143
15720,1,TUE,2674
15720,2,TUE,2377
15720,3,TUE,2424
15720,4,TUE,2681
15720,5,TUE,3207
15720,6,TUE,3912
15720,7,TUE,5059
15720,8,TUE,6297
15720,9,TUE,7171
15720,10,TUE,7757
15720,11,TUE,8183
15720,12,TUE,8298
15720,13,TUE,8049
15720,14,TUE,7648
15720,15,TUE,7129
15720,16,TUE,6523
15720,17,TUE,5780
15720,18,TUE,5044
15720,19,TUE,4211
15720,20,TUE,3649
15720,21,TUE,3289
15720,22,TUE,3148
15720,23,TUE,3026
15720,0,TUE,2979
15721,1,TUE,1832
15721,2,TUE,1639
15721,3,TUE,1786
15721,4,TUE,1955
15721,5,TUE,2543
15721,6,TUE,3210
15721,7,TUE,3913
15721,8,TUE,4753
15721,9,TUE,5259
15721,10,TUE,5506
15721,11,TUE,5595
15721,12,TUE,5672
15721,13,TUE,5609
15721,14,TUE,5390
15721,15,TUE,5031
15721,16,TUE,4472
15721,17,TUE,3742
15721,18,TUE,3134
15721,19,TUE,2772
15721,20,TUE,2644
15721,21,TUE,2447
15721,22,TUE,2269
15721,23,TUE,2122
15721,0,TUE,2066
15722,1,TUE,8129
15722,2,TUE,7449
15722,3,TUE,7601
15722,4,TUE,8123
15722,5,TUE,8887
15722,6,TUE,8945
15722,7,TUE,8325
15722,8,TUE,7383
15722,9,TUE,6895
15722,10,TUE,6714
15722,11,TUE,6657
15722,12,TUE,6604
15722,13,TUE,6566
15722,14,TUE,6541
15722,15,TUE,6522
15722,16,TUE,6790
15722,17,TUE,7312
15722,18,TUE,8164
15722,19,TUE,8725
15722,20,TUE,9119
15722,21,TUE,9357
15722,22,TUE,9319
15722,23,TUE,9075
15722,0,TUE,8820
15723,1,TUE,11908
15723,2,TUE,10679
15723,3,TUE,10729
15723,4,TUE,11582
15723,5,TUE,12611
15723,6,TUE,13042
15723,7,TUE,12858
15723,8,TUE,12242
15723,9,TUE,11975
15723,10,TUE,12078
15723,11,TUE,12099
15723,12,TUE,12080
15723,13,TUE,11863
15723,14,TUE,11693
15723,15,TUE,11617
15723,16,TUE,11715
15723,17,TUE,12114
15723,18,TUE,12892
15723,19,TUE,13658
15723,20,TUE,14046
15723,21,TUE,14216
15723,22,TUE,13941
15723,23,TUE,13318
15723,0,TUE,12996
15724,1,TUE,5048
15724,2,TUE,4373
15724,3,TUE,4430
15724,4,TUE,4907
15724,5,TUE,5471
15724,6,TUE,5926
15724,7,TUE,6578
15724,8,TUE,7169
15724,9,TUE,7609
15724,10,TUE,7743
15724,11,TUE,7773
15724,12,TUE,7696
15724,13,TUE,7695
15724,14,TUE,7629
15724,15,TUE,7548
15724,16,TUE,7308
15724,17,TUE,7008
15724,18,TUE,6625
15724,19,TUE,6490
15724,20,TUE,6361
15724,21,TUE,6305
15724,22,TUE,6077
15724,23,TUE,5809
15724,0,TUE,5706
15733,1,TUE,3319
15733,2,TUE,3022
15733,3,TUE,3236
15733,4,TUE,3637
15733,5,TUE,4432
15733,6,TUE,5356
15733,7,TUE,6730
15733,8,TUE,8066
15733,9,TUE,8804
15733,10,TUE,9037
15733,11,TUE,9014
15733,12,TUE,8979
15733,13,TUE,8890
15733,14,TUE,8621
15733,15,TUE,7987
15733,16,TUE,7047
15733,17,TUE,5890
15733,18,TUE,4854
15733,19,TUE,4256
15733,20,TUE,3963
15733,21,TUE,3858
15733,22,TUE,3795
15733,23,TUE,3690
15733,0,TUE,3663
15734,1,TUE,5743
15734,2,TUE,4750
15734,3,TUE,4963
15734,4,TUE,6779
15734,5,TUE,9229
15734,6,TUE,10814
15734,7,TUE,12233
15734,8,TUE,13276
15734,9,TUE,13795
15734,10,TUE,14067
15734,11,TUE,14145
15734,12,TUE,14098
15734,13,TUE,14418
15734,14,TUE,13765
15734,15,TUE,12118
15734,16,TUE,10910
15734,17,TUE,10077
15734,18,TUE,9595
15734,19,TUE,9329
15734,20,TUE,9155
15734,21,TUE,9034
15734,22,TUE,8732
15734,23,TUE,7836
15734,0,TUE,6828
15735,1,TUE,2584
15735,2,TUE,2277
15735,3,TUE,2281
15735,4,TUE,2545
15735,5,TUE,2909
15735,6,TUE,3130
15735,7,TUE,3290
15735,8,TUE,3395
15735,9,TUE,3469
15735,10,TUE,3539
15735,11,TUE,3637
15735,12,TUE,3581
15735,13,TUE,3551
15735,14,TUE,3594
15735,15,TUE,3475
15735,16,TUE,3414
15735,17,TUE,3357
15735,18,TUE,3327
15735,19,TUE,3342
15735,20,TUE,3293
15735,21,TUE,3249
15735,22,TUE,3163
15735,23,TUE,2981
15735,0,TUE,2904
15736,1,TUE,4399
15736,2,TUE,3945
15736,3,TUE,4068
15736,4,TUE,4403
15736,5,TUE,4840
15736,6,TUE,5035
15736,7,TUE,4814
15736,8,TUE,4408
15736,9,TUE,4212
15736,10,TUE,4214
15736,11,TUE,4197
15736,12,TUE,4172
15736,13,TUE,4114
15736,14,TUE,4102
15736,15,TUE,4140
15736,16,TUE,4141
15736,17,TUE,4245
15736,18,TUE,4539
15736,19,TUE,4781
15736,20,TUE,4930
15736,21,TUE,5073
15736,22,TUE,5057
15736,23,TUE,4889
15736,0,TUE,4787
15741,1,TUE,2534
15741,2,TUE,2200
15741,3,TUE,2179
15741,4,TUE,2445
15741,5,TUE,2761
15741,6,TUE,2888
15741,7,TUE,3187
15741,8,TUE,3413
15741,9,TUE,3653
15741,10,TUE,3753
15741,11,TUE,3785
15741,12,TUE,3885
15741,13,TUE,3836
15741,14,TUE,3758
15741,15,TUE,3748
15741,16,TUE,3573
15741,17,TUE,3280
15741,18,TUE,3105
15741,19,TUE,3036
15741,20,TUE,2996
15741,21,TUE,3004
15741,22,TUE,2907
15741,23,TUE,2810
15741,0,TUE,2766
15742,1,TUE,1609
15742,2,TUE,1330
15742,3,TUE,1353
15742,4,TUE,1535
15742,5,TUE,1714
15742,6,TUE,1742
15742,7,TUE,1668
15742,8,TUE,1680
15742,9,TUE,1649
15742,10,TUE,1640
15742,11,TUE,1636
15742,12,TUE,1648
15742,13,TUE,1659
15742,14,TUE,1679
15742,15,TUE,1724
15742,16,TUE,1783
15742,17,TUE,1819
15742,18,TUE,1890
15742,19,TUE,1925
15742,20,TUE,1962
15742,21,TUE,1996
15742,22,TUE,1941
15742,23,TUE,1875
15742,0,TUE,1846
15743,1,TUE,3568
15743,2,TUE,3044
15743,3,TUE,3180
15743,4,TUE,3423
15743,5,TUE,3681
15743,6,TUE,3499
15743,7,TUE,3260
15743,8,TUE,2991
15743,9,TUE,2782
15743,10,TUE,2700
15743,11,TUE,2704
15743,12,TUE,2723
15743,13,TUE,2719
15743,14,TUE,2801
15743,15,TUE,2917
15743,16,TUE,3145
15743,17,TUE,3400
15743,18,TUE,3708
15743,19,TUE,3853
15743,20,TUE,3938
15743,21,TUE,4010
15743,22,TUE,3990
15743,23,TUE,3947
15743,0,TUE,3999
15744,1,TUE,4904
15744,2,TUE,4097
15744,3,TUE,4570
15744,4,TUE,5374
15744,5,TUE,7947
15744,6,TUE,12848
15744,7,TUE,18803
15744,8,TUE,23150
15744,9,TUE,24946
15744,10,TUE,25275
15744,11,TUE,24994
15744,12,TUE,24872
15744,13,TUE,25157
15744,14,TUE,24256
15744,15,TUE,21589
15744,16,TUE,17620
15744,17,TUE,13302
15744,18,TUE,9604
15744,19,TUE,7437
15744,20,TUE,6609
15744,21,TUE,6129
15744,22,TUE,5841
15744,23,TUE,5661
15744,0,TUE,5669
15745,1,TUE,7477
15745,2,TUE,6419
15745,3,TUE,6823
15745,4,TUE,7946
15745,5,TUE,10952
15745,6,TUE,17822
15745,7,TUE,28162
15745,8,TUE,37339
15745,9,TUE,41737
15745,10,TUE,43851
15745,11,TUE,44768
15745,12,TUE,44522
15745,13,TUE,43860
15745,14,TUE,42576
15745,15,TUE,39093
15745,16,TUE,32485
15745,17,TUE,23700
15745,18,TUE,15911
15745,19,TUE,11397
15745,20,TUE,9624
15745,21,TUE,9040
15745,22,TUE,8696
15745,23,TUE,8479
15745,0,TUE,8510
15746,1,TUE,6672
15746,2,TUE,5845
15746,3,TUE,5813
15746,4,TUE,6342
15746,5,TUE,6989
15746,6,TUE,7182
15746,7,TUE,7105
15746,8,TUE,6437
15746,9,TUE,5792
15746,10,TUE,5649
15746,11,TUE,5596
15746,12,TUE,5541
15746,13,TUE,5597
15746,14,TUE,5588
15746,15,TUE,5611
15746,16,TUE,5935
15746,17,TUE,6558
15746,18,TUE,7126
15746,19,TUE,7476
15746,20,TUE,7674
15746,21,TUE,7746
15746,22,TUE,7694
15746,23,TUE,7520
15746,0,TUE,7333
15747,1,TUE,13674
15747,2,TUE,12343
15747,3,TUE,12750
15747,4,TUE,13759
15747,5,TUE,14953
15747,6,TUE,15205
15747,7,TUE,14235
15747,8,TUE,12113
15747,9,TUE,10810
15747,10,TUE,10392
15747,11,TUE,10298
15747,12,TUE,10293
15747,13,TUE,10163
15747,14,TUE,10158
15747,15,TUE,10390
15747,16,TUE,11152
15747,17,TUE,12350
15747,18,TUE,14004
15747,19,TUE,15182
15747,20,TUE,15882
15747,21,TUE,16159
15747,22,TUE,15923
15747,23,TUE,15308
15747,0,TUE,14838
15752,1,TUE,2782
15752,2,TUE,2455
15752,3,TUE,2555
15752,4,TUE,2792
15752,5,TUE,3052
15752,6,TUE,3018
15752,7,TUE,2859
15752,8,TUE,2620
15752,9,TUE,2568
15752,10,TUE,2509
15752,11,TUE,2535
15752,12,TUE,2490
15752,13,TUE,2450
15752,14,TUE,2433
15752,15,TUE,2512
15752,16,TUE,2600
15752,17,TUE,2746
15752,18,TUE,2986
15752,19,TUE,3114
15752,20,TUE,3202
15752,21,TUE,3203
15752,22,TUE,3197
15752,23,TUE,3094
15752,0,TUE,3043
15753,1,TUE,1721
15753,2,TUE,1548
15753,3,TUE,1574
15753,4,TUE,1699
15753,5,TUE,1784
15753,6,TUE,1776
15753,7,TUE,1713
15753,8,TUE,1569
15753,9,TUE,1503
15753,10,TUE,1469
15753,11,TUE,1458
15753,12,TUE,1423
15753,13,TUE,1364
15753,14,TUE,1300
15753,15,TUE,1295
15753,16,TUE,1336
15753,17,TUE,1502
15753,18,TUE,1672
15753,19,TUE,1749
15753,20,TUE,1834
15753,21,TUE,1891
15753,22,TUE,1884
15753,23,TUE,1849
15753,0,TUE,1854
15754,1,TUE,2033
15754,2,TUE,1799
15754,3,TUE,1882
15754,4,TUE,2047
15754,5,TUE,2227
15754,6,TUE,2145
15754,7,TUE,2062
15754,8,TUE,1982
15754,9,TUE,1929
15754,10,TUE,1906
15754,11,TUE,1894
15754,12,TUE,1815
15754,13,TUE,1793
15754,14,TUE,1790
15754,15,TUE,1803
15754,16,TUE,1897
15754,17,TUE,1960
15754,18,TUE,2071
15754,19,TUE,2179
15754,20,TUE,2267
15754,21,TUE,2247
15754,22,TUE,2235
15754,23,TUE,2204
15754,0,TUE,2233
15755,1,TUE,3134
15755,2,TUE,2678
15755,3,TUE,2770
15755,4,TUE,3136
15755,5,TUE,3537
15755,6,TUE,3737
15755,7,TUE,3946
15755,8,TUE,3991
15755,9,TUE,4035
15755,10,TUE,4156
15755,11,TUE,4191
15755,12,TUE,4154
15755,13,TUE,4083
15755,14,TUE,3973
15755,15,TUE,3832
15755,16,TUE,3676
15755,17,TUE,3588
15755,18,TUE,3553
15755,19,TUE,3534
15755,20,TUE,3545
15755,21,TUE,3542
15755,22,TUE,3521
15755,23,TUE,3512
15755,0,TUE,3566
15756,1,TUE,5947
15756,2,TUE,5015
15756,3,TUE,5206
15756,4,TUE,6013
15756,5,TUE,7684
15756,6,TUE,10633
15756,7,TUE,15174
15756,8,TUE,19500
15756,9,TUE,22132
15756,10,TUE,23451
15756,11,TUE,24043
15756,12,TUE,24044
15756,13,TUE,23781
15756,14,TUE,23023
15756,15,TUE,21133
15756,16,TUE,17741
15756,17,TUE,13682
15756,18,TUE,10232
15756,19,TUE,8258
15756,20,TUE,7411
15756,21,TUE,7156
15756,22,TUE,6979
15756,23,TUE,6843
15756,0,TUE,6932
15757,1,TUE,6760
15757,2,TUE,5935
15757,3,TUE,6266
15757,4,TUE,6846
15757,5,TUE,7623
15757,6,TUE,8070
15757,7,TUE,8741
15757,8,TUE,9012
15757,9,TUE,9130
15757,10,TUE,9283
15757,11,TUE,9350
15757,12,TUE,9312
15757,13,TUE,9095
15757,14,TUE,8987
15757,15,TUE,8876
15757,16,TUE,8643
15757,17,TUE,8518
15757,18,TUE,8306
15757,19,TUE,8040
15757,20,TUE,7998
15757,21,TUE,7925
15757,22,TUE,7732
15757,23,TUE,7532
15757,0,TUE,7543
15758,1,TUE,8012
15758,2,TUE,7084
15758,3,TUE,7426
15758,4,TUE,8109
15758,5,TUE,9083
15758,6,TUE,9636
15758,7,TUE,9798
15758,8,TUE,9263
15758,9,TUE,8751
15758,10,TUE,8592
15758,11,TUE,8537
15758,12,TUE,8521
15758,13,TUE,8369
15758,14,TUE,8202
15758,15,TUE,7985
15758,16,TUE,7983
15758,17,TUE,8252
15758,18,TUE,8799
15758,19,TUE,9157
15758,20,TUE,9421
15758,21,TUE,9449
15758,22,TUE,9300
15758,23,TUE,9006
15758,0,TUE,8814
16464,1,TUE,1760
16464,2,TUE,1548
16464,3,TUE,1527
16464,4,TUE,1675
16464,5,TUE,1845
16464,6,TUE,2110
16464,7,TUE,2564
16464,8,TUE,2919
16464,9,TUE,3267
16464,10,TUE,3428
16464,11,TUE,3499
16464,12,TUE,3567
16464,13,TUE,3461
16464,14,TUE,3395
16464,15,TUE,3294
16464,16,TUE,3071
16464,17,TUE,2800
16464,18,TUE,2472
16464,19,TUE,2305
16464,20,TUE,2155
16464,21,TUE,2081
16464,22,TUE,2023
16464,23,TUE,1921
16464,0,TUE,1894
16465,1,TUE,160
16465,2,TUE,141
16465,3,TUE,172
16465,4,TUE,178
16465,5,TUE,217
16465,6,TUE,235
16465,7,TUE,241
16465,8,TUE,224
16465,9,TUE,226
16465,10,TUE,218
16465,11,TUE,226
16465,12,TUE,244
16465,13,TUE,249
16465,14,TUE,236
16465,15,TUE,239
16465,16,TUE,235
16465,17,TUE,226
16465,18,TUE,231
16465,19,TUE,224
16465,20,TUE,209
16465,21,TUE,214
16465,22,TUE,203
16465,23,TUE,193
16465,0,TUE,190
16466,1,TUE,3095
16466,2,TUE,2644
16466,3,TUE,2793
16466,4,TUE,3208
16466,5,TUE,3779
16466,6,TUE,4346
16466,7,TUE,5622
16466,8,TUE,6964
16466,9,TUE,7896
16466,10,TUE,8297
16466,11,TUE,8417
16466,12,TUE,8347
16466,13,TUE,8174
16466,14,TUE,7924
16466,15,TUE,7558
16466,16,TUE,6776
16466,17,TUE,5695
16466,18,TUE,4793
16466,19,TUE,4270
16466,20,TUE,3972
16466,21,TUE,3830
16466,22,TUE,3618
16466,23,TUE,3494
16466,0,TUE,3455
173,1,TUE,1320
173,2,TUE,1200
173,3,TUE,1238
173,4,TUE,1336
173,5,TUE,1530
173,6,TUE,1978
173,7,TUE,2691
173,8,TUE,3422
173,9,TUE,3763
173,10,TUE,3964
173,11,TUE,4089
173,12,TUE,4196
173,13,TUE,4021
173,14,TUE,3870
173,15,TUE,3605
173,16,TUE,3238
173,17,TUE,2849
173,18,TUE,2403
173,19,TUE,2030
173,20,TUE,1851
173,21,TUE,1683
173,22,TUE,1593
173,23,TUE,1517
173,0,TUE,1475
176,1,TUE,2081
176,2,TUE,1855
176,3,TUE,1755
176,4,TUE,1932
176,5,TUE,2220
176,6,TUE,2733
176,7,TUE,3633
176,8,TUE,4524
176,9,TUE,5142
176,10,TUE,5519
176,11,TUE,5732
176,12,TUE,5723
176,13,TUE,5660
176,14,TUE,5527
176,15,TUE,5221
176,16,TUE,4678
176,17,TUE,3964
176,18,TUE,3393
176,19,TUE,2868
176,20,TUE,2635
176,21,TUE,2562
176,22,TUE,2439
176,23,TUE,2348
176,0,TUE,2293
179,1,TUE,1141
179,2,TUE,1063
179,3,TUE,1200
179,4,TUE,1308
179,5,TUE,1744
179,6,TUE,2613
179,7,TUE,4049
179,8,TUE,5788
179,9,TUE,6767
179,10,TUE,6973
179,11,TUE,7052
179,12,TUE,7090
179,13,TUE,7001
179,14,TUE,6697
179,15,TUE,6465
179,16,TUE,5815
179,17,TUE,4871
179,18,TUE,4009
179,19,TUE,3082
179,20,TUE,2503
179,21,TUE,2066
179,22,TUE,1691
179,23,TUE,1412
179,0,TUE,1286
180,1,TUE,1752
180,2,TUE,1540
180,3,TUE,1497
180,4,TUE,1672
180,5,TUE,2072
180,6,TUE,2926
180,7,TUE,4446
180,8,TUE,6068
180,9,TUE,7071
180,10,TUE,7560
180,11,TUE,7726
180,12,TUE,7801
180,13,TUE,7656
180,14,TUE,7415
180,15,TUE,6982
180,16,TUE,6082
180,17,TUE,5089
180,18,TUE,4260
180,19,TUE,3649
180,20,TUE,3107
180,21,TUE,2661
180,22,TUE,2283
180,23,TUE,2039
180,0,TUE,1882
181,1,TUE,2840
181,2,TUE,2477
181,3,TUE,2314
181,4,TUE,2579
181,5,TUE,3183
181,6,TUE,4371
181,7,TUE,6390
181,8,TUE,8058
181,9,TUE,9150
181,10,TUE,9982
181,11,TUE,10521
181,12,TUE,10759
181,13,TUE,10576
181,14,TUE,10318
181,15,TUE,9819
181,16,TUE,9119
181,17,TUE,8302
181,18,TUE,7287
181,19,TUE,6232
181,20,TUE,5380
181,21,TUE,4686
181,22,TUE,4100
181,23,TUE,3570
181,0,TUE,3218
182,1,TUE,1268
182,2,TUE,1133
182,3,TUE,884
182,4,TUE,1021
182,5,TUE,1419
182,6,TUE,2489
182,7,TUE,4678
182,8,TUE,7332
182,9,TUE,9155
182,10,TUE,10075
182,11,TUE,10408
182,12,TUE,10432
182,13,TUE,10347
182,14,TUE,10090
182,15,TUE,9400
182,16,TUE,8073
182,17,TUE,6307
182,18,TUE,4688
182,19,TUE,3569
182,20,TUE,2819
182,21,TUE,2326
182,22,TUE,1941
182,23,TUE,1528
182,0,TUE,1428
183,1,TUE,1399
183,2,TUE,1177
183,3,TUE,1098
183,4,TUE,1246
183,5,TUE,1606
183,6,TUE,2509
183,7,TUE,4445
183,8,TUE,7144
183,9,TUE,9352
183,10,TUE,10604
183,11,TUE,11278
183,12,TUE,11559
183,13,TUE,11507
183,14,TUE,11246
183,15,TUE,10669
183,16,TUE,9819
183,17,TUE,8519
183,18,TUE,7273
183,19,TUE,5992
183,20,TUE,4911
183,21,TUE,3980
183,22,TUE,2941
183,23,TUE,2098
183,0,TUE,1694
184,1,TUE,761
184,2,TUE,685
184,3,TUE,662
184,4,TUE,692
184,5,TUE,868
184,6,TUE,1165
184,7,TUE,1720
184,8,TUE,2446
184,9,TUE,3129
184,10,TUE,3513
184,11,TUE,3832
184,12,TUE,3870
184,13,TUE,3825
184,14,TUE,3735
184,15,TUE,3479
184,16,TUE,3032
184,17,TUE,2569
184,18,TUE,2287
184,19,TUE,2098
184,20,TUE,1912
184,21,TUE,1648
184,22,TUE,1271
184,23,TUE,967
184,0,TUE,856
19259,1,TUE,9799
19259,2,TUE,9069
19259,3,TUE,9142
19259,4,TUE,9700
19259,5,TUE,10427
19259,6,TUE,10310
19259,7,TUE,9423
19259,8,TUE,8767
19259,9,TUE,8675
19259,10,TUE,8675
19259,11,TUE,8652
19259,12,TUE,8902
19259,13,TUE,9046
19259,14,TUE,9308
19259,15,TUE,9600
19259,16,TUE,10004
19259,17,TUE,10501
19259,18,TUE,11071
19259,19,TUE,11454
19259,20,TUE,11587
19259,21,TUE,11475
19259,22,TUE,11021
19259,23,TUE,10595
19259,0,TUE,10404
202,1,TUE,2166
202,2,TUE,1961
202,3,TUE,2033
202,4,TUE,2215
202,5,TUE,2458
202,6,TUE,2640
202,7,TUE,2938
202,8,TUE,3131
202,9,TUE,3274
202,10,TUE,3456
202,11,TUE,3556
202,12,TUE,3533
202,13,TUE,3422
202,14,TUE,3244
202,15,TUE,3059
202,16,TUE,2868
202,17,TUE,2771
202,18,TUE,2679
202,19,TUE,2674
202,20,TUE,2677
202,21,TUE,2636
202,22,TUE,2535
202,23,TUE,2432
202,0,TUE,2370
204,1,TUE,2511
204,2,TUE,2265
204,3,TUE,2377
204,4,TUE,2534
204,5,TUE,2817
204,6,TUE,3001
204,7,TUE,3189
204,8,TUE,3320
204,9,TUE,3398
204,10,TUE,3581
204,11,TUE,3714
204,12,TUE,3719
204,13,TUE,3597
204,14,TUE,3528
204,15,TUE,3449
204,16,TUE,3244
204,17,TUE,3157
204,18,TUE,3201
204,19,TUE,3176
204,20,TUE,3204
204,21,TUE,3150
204,22,TUE,3027
204,23,TUE,2853
204,0,TUE,2724
205,1,TUE,4819
205,2,TUE,4348
205,3,TUE,4442
205,4,TUE,4693
205,5,TUE,5137
205,6,TUE,5254
205,7,TUE,5034
205,8,TUE,4377
205,9,TUE,3929
205,10,TUE,3959
205,11,TUE,4088
205,12,TUE,4040
205,13,TUE,3979
205,14,TUE,3984
205,15,TUE,4032
205,16,TUE,4239
205,17,TUE,4680
205,18,TUE,5184
205,19,TUE,5645
205,20,TUE,5864
205,21,TUE,6052
205,22,TUE,5824
205,23,TUE,5482
205,0,TUE,5255
206,1,TUE,3367
206,2,TUE,3008
206,3,TUE,3036
206,4,TUE,3256
206,5,TUE,3551
206,6,TUE,3785
206,7,TUE,3975
206,8,TUE,4044
206,9,TUE,4133
206,10,TUE,4333
206,11,TUE,4531
206,12,TUE,4560
206,13,TUE,4540
206,14,TUE,4455
206,15,TUE,4328
206,16,TUE,4232
206,17,TUE,4216
206,18,TUE,4391
206,19,TUE,4415
206,20,TUE,4480
206,21,TUE,4440
206,22,TUE,4281
206,23,TUE,3933
206,0,TUE,3680
208,1,TUE,3717
208,2,TUE,3358
208,3,TUE,3313
208,4,TUE,3495
208,5,TUE,3808
208,6,TUE,3989
208,7,TUE,3970
208,8,TUE,3802
208,9,TUE,3794
208,10,TUE,4109
208,11,TUE,4479
208,12,TUE,4602
208,13,TUE,4519
208,14,TUE,4433
208,15,TUE,4308
208,16,TUE,4192
208,17,TUE,4215
208,18,TUE,4482
208,19,TUE,4834
208,20,TUE,5008
208,21,TUE,4975
208,22,TUE,4771
208,23,TUE,4350
208,0,TUE,4057
210,1,TUE,1413
210,2,TUE,1274
210,3,TUE,1297
210,4,TUE,1373
210,5,TUE,1548
210,6,TUE,1811
210,7,TUE,2445
210,8,TUE,3383
210,9,TUE,4344
210,10,TUE,4949
210,11,TUE,5251
210,12,TUE,5350
210,13,TUE,5405
210,14,TUE,5244
210,15,TUE,5000
210,16,TUE,4528
210,17,TUE,3900
210,18,TUE,3214
210,19,TUE,2746
210,20,TUE,2412
210,21,TUE,2136
210,22,TUE,1875
210,23,TUE,1683
210,0,TUE,1614
227,1,TUE,4025
227,2,TUE,3701
227,3,TUE,3791
227,4,TUE,3973
227,5,TUE,4218
227,6,TUE,4311
227,7,TUE,4066
227,8,TUE,3497
227,9,TUE,3158
227,10,TUE,3134
227,11,TUE,3127
227,12,TUE,3148
227,13,TUE,3058
227,14,TUE,3026
227,15,TUE,3063
227,16,TUE,3193
227,17,TUE,3548
227,18,TUE,4101
227,19,TUE,4474
227,20,TUE,4706
227,21,TUE,4810
227,22,TUE,4712
227,23,TUE,4487
227,0,TUE,4308
229,1,TUE,4055
229,2,TUE,3699
229,3,TUE,3728
229,4,TUE,3886
229,5,TUE,4197
229,6,TUE,4379
229,7,TUE,4547
229,8,TUE,4417
229,9,TUE,4440
229,10,TUE,4615
229,11,TUE,4746
229,12,TUE,4841
229,13,TUE,4767
229,14,TUE,4747
229,15,TUE,4738
229,16,TUE,4718
229,17,TUE,4812
229,18,TUE,5086
229,19,TUE,5296
229,20,TUE,5346
229,21,TUE,5155
229,22,TUE,4875
229,23,TUE,4533
229,0,TUE,4338
260,1,TUE,2287
260,2,TUE,1973
260,3,TUE,2050
260,4,TUE,2712
260,5,TUE,3780
260,6,TUE,4816
260,7,TUE,6391
260,8,TUE,7663
260,9,TUE,8410
260,10,TUE,8871
260,11,TUE,9226
260,12,TUE,9183
260,13,TUE,9174
260,14,TUE,8851
260,15,TUE,7935
260,16,TUE,6947
260,17,TUE,5774
260,18,TUE,4658
260,19,TUE,3954
260,20,TUE,3568
260,21,TUE,3405
260,22,TUE,3365
260,23,TUE,3135
260,0,TUE,2694
262,1,TUE,3414
262,2,TUE,3045
262,3,TUE,3198
262,4,TUE,3425
262,5,TUE,3678
262,6,TUE,3619
262,7,TUE,3395
262,8,TUE,2951
262,9,TUE,2704
262,10,TUE,2642
262,11,TUE,2590
262,12,TUE,2514
262,13,TUE,2475
262,14,TUE,2455
262,15,TUE,2484
262,16,TUE,2582
262,17,TUE,2780
262,18,TUE,3087
262,19,TUE,3380
262,20,TUE,3561
262,21,TUE,3688
262,22,TUE,3741
262,23,TUE,3691
262,0,TUE,3752
320,1,TUE,191
320,2,TUE,174
320,3,TUE,195
320,4,TUE,191
320,5,TUE,210
320,6,TUE,229
320,7,TUE,275
320,8,TUE,344
320,9,TUE,417
320,10,TUE,470
320,11,TUE,483
320,12,TUE,490
320,13,TUE,481
320,14,TUE,484
320,15,TUE,465
320,16,TUE,422
320,17,TUE,376
320,18,TUE,330
320,19,TUE,269
320,20,TUE,234
320,21,TUE,229
320,22,TUE,216
320,23,TUE,206
320,0,TUE,205
323,1,TUE,1619
323,2,TUE,1469
323,3,TUE,1552
323,4,TUE,1665
323,5,TUE,1843
323,6,TUE,2123
323,7,TUE,2531
323,8,TUE,2734
323,9,TUE,2844
323,10,TUE,2970
